43659;2005-07-01 00:00:00.000;23153,2339
43660;2005-07-01 00:00:00.000;1457,3288
43661;2005-07-01 00:00:00.000;36865,8012
43662;2005-07-01 00:00:00.000;32474,9324
43668;2005-07-01 00:00:00.000;40487,7233
43672;2005-07-01 00:00:00.000;6895,41
43674;2005-07-01 00:00:00.000;2955,0542
43677;2005-07-01 00:00:00.000;8773,681
43679;2005-07-01 00:00:00.000;1481,1742
43681;2005-07-01 00:00:00.000;15524,0686
43684;2005-07-01 00:00:00.000;6301,6258
43685;2005-07-01 00:00:00.000;3082,0191
43694;2005-07-01 00:00:00.000;23242,1865
43695;2005-07-01 00:00:00.000;44344,8265
43697;2005-07-01 00:00:00.000;3953,9884
43769;2005-07-19 00:00:00.000;3953,9884
43800;2005-07-24 00:00:00.000;3953,9884
43803;2005-07-25 00:00:00.000;3953,9884
43833;2005-07-30 00:00:00.000;3953,9884
43835;2005-07-30 00:00:00.000;3729,364
43844;2005-08-01 00:00:00.000;22801,4324
43845;2005-08-01 00:00:00.000;9661,1367
43846;2005-08-01 00:00:00.000;1038,5162
43847;2005-08-01 00:00:00.000;1022,9155
43850;2005-08-01 00:00:00.000;11473,9009
43852;2005-08-01 00:00:00.000;2280,1432
43853;2005-08-01 00:00:00.000;29675,6422
43854;2005-08-01 00:00:00.000;1970,036
43855;2005-08-01 00:00:00.000;12382,9248
43856;2005-08-01 00:00:00.000;2292,84
43857;2005-08-01 00:00:00.000;8090,9178
43861;2005-08-01 00:00:00.000;26346,8927
43862;2005-08-01 00:00:00.000;34922,3602
43868;2005-08-01 00:00:00.000;2417,4793
43875;2005-08-01 00:00:00.000;137343,2877
43879;2005-08-01 00:00:00.000;24459,114
43880;2005-08-01 00:00:00.000;17433,1351
43882;2005-08-01 00:00:00.000;2280,1432
43886;2005-08-01 00:00:00.000;19543,315
43888;2005-08-01 00:00:00.000;16255,1776
43889;2005-08-01 00:00:00.000;2344,3852
43890;2005-08-01 00:00:00.000;84686,9878
43891;2005-08-01 00:00:00.000;36672,3922
43898;2005-08-01 00:00:00.000;57391,4284
43900;2005-08-01 00:00:00.000;38990,6256
43902;2005-08-01 00:00:00.000;59486,4175
43905;2005-08-01 00:00:00.000;11128,3803
43910;2005-08-01 00:00:00.000;21862,8919
43918;2005-08-01 00:00:00.000;3953,9884
43972;2005-08-12 00:00:00.000;3953,9884
43995;2005-08-18 00:00:00.000;3953,9884
44022;2005-08-22 00:00:00.000;3953,9884
44023;2005-08-22 00:00:00.000;3729,364
44027;2005-08-23 00:00:00.000;3953,9884
44064;2005-08-30 00:00:00.000;3953,9884
44070;2005-08-31 00:00:00.000;3729,364
44077;2005-09-01 00:00:00.000;6872,9758
44081;2005-09-01 00:00:00.000;42277,1383
44082;2005-09-01 00:00:00.000;2297,0332
44083;2005-09-01 00:00:00.000;1533,1237
44084;2005-09-01 00:00:00.000;9154,353
44085;2005-09-01 00:00:00.000;23244,6509
44086;2005-09-01 00:00:00.000;83091,6136
44094;2005-09-01 00:00:00.000;4594,0664
44098;2005-09-01 00:00:00.000;18431,4595
44101;2005-09-01 00:00:00.000;11030,0547
44102;2005-09-01 00:00:00.000;3955,642
44103;2005-09-01 00:00:00.000;4294,4704
44104;2005-09-01 00:00:00.000;4594,0664
44111;2005-09-01 00:00:00.000;13108,5134
44112;2005-09-01 00:00:00.000;36532,9619
44116;2005-09-01 00:00:00.000;22915,4692
44122;2005-09-01 00:00:00.000;4577,1764
44128;2005-09-01 00:00:00.000;20874,6359
44130;2005-09-01 00:00:00.000;39881,9747
44132;2005-09-01 00:00:00.000;4560,2864
44133;2005-09-01 00:00:00.000;28927,0463
44136;2005-09-01 00:00:00.000;3953,9884
44142;2005-09-02 00:00:00.000;3953,9884
44218;2005-09-19 00:00:00.000;3953,9884
44235;2005-09-22 00:00:00.000;3953,9884
44261;2005-09-27 00:00:00.000;3953,9884
44282;2005-10-01 00:00:00.000;45433,9629
44283;2005-10-01 00:00:00.000;49297,608
44288;2005-10-01 00:00:00.000;49346,3436
44294;2005-10-01 00:00:00.000;69900,1415
44295;2005-10-01 00:00:00.000;10668,6138
44298;2005-10-01 00:00:00.000;31153,3874
44300;2005-10-01 00:00:00.000;8785,1473
44302;2005-10-01 00:00:00.000;2417,4793
44304;2005-10-01 00:00:00.000;42234,8895
44305;2005-10-01 00:00:00.000;21262,657
44306;2005-10-01 00:00:00.000;20995,4191
44309;2005-10-01 00:00:00.000;31091,8093
44319;2005-10-01 00:00:00.000;38566,9973
44403;2005-10-15 00:00:00.000;3729,364
44441;2005-10-23 00:00:00.000;3953,9884
44464;2005-10-29 00:00:00.000;3953,9884
44484;2005-11-01 00:00:00.000;9215,6816
44485;2005-11-01 00:00:00.000;4560,2864
44488;2005-11-01 00:00:00.000;36996,9047
44490;2005-11-01 00:00:00.000;3816,3832
44493;2005-11-01 00:00:00.000;7290,6993
44495;2005-11-01 00:00:00.000;4589,8732
44496;2005-11-01 00:00:00.000;33552,2466
44497;2005-11-01 00:00:00.000;1347,7377
44498;2005-11-01 00:00:00.000;17380,5563
44499;2005-11-01 00:00:00.000;13704,0978
44504;2005-11-01 00:00:00.000;22503,6752
44506;2005-11-01 00:00:00.000;40145,6114
44507;2005-11-01 00:00:00.000;44212,6089
44512;2005-11-01 00:00:00.000;1889,2429
44518;2005-11-01 00:00:00.000;142312,2199
44525;2005-11-01 00:00:00.000;46666,5213
44526;2005-11-01 00:00:00.000;18589,0781
44527;2005-11-01 00:00:00.000;6899,6033
44533;2005-11-01 00:00:00.000;21954,2042
44534;2005-11-01 00:00:00.000;96937,2022
44535;2005-11-01 00:00:00.000;26567,7564
44539;2005-11-01 00:00:00.000;1638,6903
44542;2005-11-01 00:00:00.000;18308,0583
44547;2005-11-01 00:00:00.000;77692,7415
44549;2005-11-01 00:00:00.000;55212,4098
44552;2005-11-01 00:00:00.000;110276,574
44553;2005-11-01 00:00:00.000;6840,4298
