43659;12
43661;15
43662;22
43664;8
43665;10
43666;6
43667;4
43668;29
43670;4
43671;11
43673;11
43675;9
43676;5
43677;12
43678;19
43680;15
43681;21
43682;5
43683;13
43684;6
43685;4
43688;11
43689;21
43690;4
43692;28
43693;10
43694;11
43695;8
43843;10
43844;4
43845;10
43846;4
43848;5
43849;11
43850;11
43851;12
43853;6
43855;13
43857;14
43858;13
43859;4
43860;12
43861;27
43862;9
43863;4
43864;9
43865;14
43867;18
43869;10
43870;5
43871;14
43872;16
43873;28
43875;21
43876;8
43877;10
43879;26
43880;13
43881;8
43883;17
43884;22
43886;21
43888;14
43890;13
43891;9
43892;13
43894;7
43895;15
43896;5
43897;14
43898;28
43899;13
43900;9
43901;10
43902;20
43904;12
43905;11
43906;14
43907;22
43909;9
43910;16
43911;15
43912;16
43913;12
43914;5
43916;14
43917;14
44075;9
44077;8
44078;8
44079;27
44081;16
44083;4
44085;21
44086;21
44090;13
44091;7
44092;8
44093;19
44095;9
44097;12
44098;6
44099;6
44100;21
44101;4
44102;5
44103;5
44105;4
44107;21
44109;15
44110;22
44111;19
44112;5
44113;15
44114;22
44115;19
44116;6
44117;16
44119;11
44120;15
44121;14
44124;21
44126;7
44127;22
44128;11
44129;30
44130;9
44131;10
44133;17
44282;15
44283;27
44284;16
44285;13
44286;6
44287;5
44288;34
44290;4
44292;4
44293;25
44294;11
44295;9
44296;26
44297;8
44298;27
44299;27
44300;10
44301;27
44304;9
44305;15
44306;20
44307;9
44308;9
44309;18
44311;7
44312;4
44313;22
44314;23
44315;5
44316;6
44317;28
44318;6
44319;14
44481;7
44483;4
44484;5
44487;8
44488;27
44489;5
44490;7
44491;4
44492;19
44493;9
44494;26
44496;19
44498;15
44499;4
44500;6
44501;20
44502;14
44503;4
44504;27
44505;8
44506;30
44507;13
44508;4
44509;32
44511;5
44513;16
44514;11
44515;7
44517;27
44518;20
44520;34
44521;26
44522;22
44523;17
44525;27
44526;13
44527;5
44528;12
44530;22
44531;20
44533;20
44534;13
44535;14
44538;35
44540;16
44541;10
44542;7
44544;14
44545;8
44547;29
44549;12
44550;21
44551;15
44552;19
44555;22
44556;16
44557;21
44559;20
44561;10
44562;18
44563;28
44564;24
44565;4
44566;15
44567;12
44569;15
44570;32
44740;9
44742;27
44743;8
44744;25
44745;15
44746;7
44747;9
44749;33
44750;24
44752;9
44754;14
44755;25
44756;17
44757;9
44758;27
44759;5
44760;4
44761;12
44762;21
44763;7
44765;11
44766;4
44767;11
44768;26
44770;8
44771;32
44772;35
44773;23
44774;9
44775;4
44776;16
44777;20
44778;21
44779;9
44780;19
44782;21
44783;16
44784;4
44787;17
44788;14
44791;19
44792;11
44795;20
44796;8
44797;32
44798;13
44799;10
44800;6
44801;26
44802;6
45038;15
45039;19
45042;7
45043;8
45044;6
45045;6
45047;26
45048;4
45049;5
45052;5
45053;17
45054;8
45055;17
45056;9
45057;17
45058;7
45059;17
45060;19
45061;11
45062;20
45063;8
45064;10
45065;15
45067;6
45069;14
45070;18
45071;5
45074;24
45075;4
45076;4
45077;8
45266;7
45270;18
45271;5
45272;4
45273;7
45274;9
45275;5
45277;18
45278;17
45280;12
45282;4
45283;18
45284;18
45285;11
45286;5
45288;27
45289;9
45290;9
45291;23
45294;8
45295;7
45296;14
45297;7
45298;16
45299;20
45300;20
45301;27
45302;15
45303;5
45304;6
45305;23
45306;7
45307;7
45308;21
45309;15
45310;5
45311;5
45313;22
45314;17
45315;14
45317;22
45318;19
45319;5
45320;5
45321;11
45322;8
45323;25
45326;14
45327;5
45328;10
45329;20
45331;15
45332;15
45333;5
45334;10
45335;17
45336;10
45337;17
45338;20
45339;19
45341;9
45342;9
45343;16
45344;22
45516;21
45517;6
45518;5
45520;24
45521;9
45522;18
45524;14
45525;6
45526;4
45527;25
45529;21
45531;6
45532;12
45534;11
45535;17
45536;18
45538;16
45539;8
45540;7
45542;19
45544;6
45545;8
45546;5
45547;9
45548;7
45549;23
45550;26
45551;4
45552;17
45553;9
45554;12
45555;18
45556;19
45557;15
45560;11
45561;18
45562;4
45564;11
45565;15
45568;18
45570;6
45571;21
45572;7
45574;9
45575;28
45576;5
45577;23
45779;14
45780;16
45781;26
45782;18
45783;9
45784;4
45785;12
45786;29
45787;6
45791;5
45792;10
45793;24
45794;9
45795;25
45796;12
45797;26
45798;27
45799;26
45800;8
45801;13
45802;16
45803;9
45804;12
45805;20
45807;4
45808;5
45809;20
45810;19
45811;5
45812;9
45813;23
45814;9
45815;14
46024;8
46025;4
46026;10
46027;6
46028;29
46029;6
46032;14
46033;8
46034;23
46035;7
46036;29
46038;17
46039;9
46041;8
46042;23
46043;17
46044;29
46045;31
46047;11
46048;8
46049;35
46051;9
46052;11
46053;16
46054;9
46055;27
46056;20
46057;32
46058;28
46059;19
46060;17
46061;4
46062;27
46064;13
46065;4
46066;11
46067;20
46068;16
46069;7
46071;20
46072;14
46074;14
46076;32
46077;15
46079;4
46080;6
46082;17
46083;10
46086;28
46087;21
46088;10
46089;15
46090;22
46091;22
46093;20
46094;17
46095;15
46097;4
46098;12
46099;13
46100;27
46101;25
46102;7
46103;16
46105;35
46107;17
46323;6
46324;7
46325;25
46326;27
46327;11
46330;17
46331;8
46332;10
46333;36
46334;23
46338;17
46339;6
46340;4
46341;22
46342;9
46343;24
46344;25
46345;11
46346;11
46347;4
46348;21
46349;6
46350;4
46351;7
46352;4
46353;7
46355;21
46356;36
46357;7
46358;35
46359;19
46360;10
46361;5
46362;16
46363;17
46364;21
46365;5
46366;6
46367;20
46368;23
46369;7
46370;17
46372;15
46374;15
46377;17
46379;7
46380;23
46382;8
46383;9
46384;15
46385;32
46386;8
46387;29
46388;5
46604;37
46605;18
46607;46
46608;51
46610;21
46611;40
46612;4
46614;60
46615;9
46616;65
46617;6
46620;50
46621;8
46622;20
46624;21
46625;53
46626;35
46627;20
46629;39
46630;39
46631;16
46633;41
46634;4
46638;53
46639;18
46640;20
46642;38
46643;43
46645;35
46646;11
46647;41
46648;50
46649;20
46650;4
46651;11
46652;42
46653;6
46654;18
46655;32
46657;56
46658;8
46660;45
46662;57
46663;19
46664;23
46666;59
46667;16
46668;53
46669;57
46671;48
46672;55
46673;36
46675;16
46930;21
46931;30
46932;9
46933;38
46936;22
46938;31
46940;56
46941;10
46942;17
46943;14
46944;28
46947;21
46948;54
46949;5
46950;20
46951;13
46953;42
46955;10
46956;13
46957;56
46959;59
46960;20
46964;56
46965;20
46966;21
46967;51
46968;22
46969;32
46970;40
46971;18
46972;33
46973;9
46974;54
46976;17
46977;5
46979;13
46980;37
46981;65
46983;9
46984;16
46985;15
46986;8
46987;56
46988;59
46991;17
46992;50
46993;54
46994;35
46995;11
46996;40
46997;28
47000;10
47001;39
47002;11
47003;19
47004;51
47006;36
47007;4
47008;50
47009;48
47011;16
47012;43
47013;17
47015;21
47016;8
47018;57
47019;6
47021;10
47024;31
47025;16
47026;22
47027;58
47028;39
47031;37
47032;14
47033;58
47034;39
47037;50
47039;22
47040;21
47041;53
47042;53
47045;44
47046;4
47047;11
47049;33
47050;8
47052;41
47053;20
47054;36
47055;43
47056;58
47057;20
47061;25
47062;13
47065;42
47066;40
47067;26
47350;7
47351;22
47352;35
47353;24
47354;51
47355;68
47357;18
47358;4
47359;51
47362;13
47365;57
47366;60
47367;18
47368;20
47369;65
47372;18
47373;4
47374;22
47377;40
47378;35
47380;36
47383;14
47384;49
47385;4
47386;8
47387;31
47389;4
47391;34
47394;37
47395;66
47396;13
47397;21
47398;53
47399;19
47400;57
47402;11
47403;53
47404;5
47409;42
47410;20
47411;24
47413;31
47415;13
47416;53
47417;29
47419;11
47421;8
47422;57
47423;7
47424;13
47425;11
47427;23
47428;4
47429;5
47432;12
47434;36
47435;52
47436;14
47438;31
47439;54
47440;16
47441;37
47443;18
47444;16
47445;7
47447;56
47449;11
47450;56
47451;36
47452;18
47454;37
47455;46
47456;32
47457;11
47458;33
47658;33
47659;9
47662;46
47663;38
47664;20
47666;35
47667;5
47668;49
47669;8
47670;57
47673;21
47674;6
47675;41
47676;19
47677;48
47678;8
47679;5
47680;31
47681;33
47683;32
47684;8
47685;36
47687;47
47690;10
47692;9
47693;33
47694;30
47696;27
47698;34
47699;7
47700;37
47701;10
47702;4
47703;11
47705;28
47706;23
47708;49
47709;7
47712;35
47714;11
47715;10
47716;55
47718;51
47719;8
47720;48
47721;53
47724;47
47725;48
47726;35
47730;22
47960;8
47962;24
47963;4
47964;5
47965;33
47966;10
47967;24
47969;5
47970;26
47971;5
47972;7
47973;46
47975;46
47976;20
47978;13
47979;9
47980;33
47981;4
47984;9
47986;51
47988;51
47989;11
47990;46
47991;22
47992;47
47993;9
47994;33
47995;11
47996;28
47997;7
47998;7
47999;30
48001;48
48002;5
48004;30
48005;56
48006;6
48008;6
48009;8
48010;48
48012;52
48013;6
48015;9
48016;39
48017;47
48018;33
48020;8
48021;26
48022;4
48023;20
48025;4
48026;33
48028;42
48030;7
48031;36
48032;6
48033;45
48034;8
48035;39
48036;42
48037;12
48038;10
48041;9
48042;7
48043;46
48045;4
48046;4
48048;51
48049;35
48050;24
48051;24
48052;27
48053;27
48056;31
48057;50
48059;45
48062;10
48063;47
48065;45
48066;22
48068;7
48069;40
48071;27
48072;5
48073;6
48075;14
48076;34
48077;40
48079;28
48080;46
48083;10
48084;11
48087;31
48088;4
48089;40
48090;12
48290;9
48292;28
48293;21
48295;56
48296;37
48297;8
48299;43
48304;6
48306;49
48307;52
48308;7
48310;24
48311;56
48313;11
48314;7
48317;33
48318;32
48320;4
48321;29
48323;4
48325;41
48327;7
48328;22
48331;4
48332;25
48333;30
48336;56
48337;6
48338;12
48339;46
48340;19
48341;48
48345;6
48347;46
48348;8
48349;40
48350;20
48351;27
48356;23
48359;47
48360;7
48361;8
48363;49
48364;7
48365;7
48366;4
48367;5
48369;10
48370;21
48371;8
48373;32
48374;9
48375;45
48378;46
48379;8
48380;27
48381;9
48383;4
48384;30
48385;6
48386;41
48387;6
48389;30
48390;10
48391;4
48392;50
48393;38
48395;34
48396;27
48397;26
48399;5
48730;22
48731;5
48734;22
48735;26
48738;4
48739;14
48740;25
48741;21
48744;15
48745;23
48746;20
48747;5
48748;4
48749;4
48750;44
48751;27
48753;13
48754;41
48755;18
48757;20
48758;40
48760;19
48761;36
48762;4
48763;17
48764;28
48765;4
48766;40
48767;13
48768;13
48769;36
48770;23
48771;39
48772;6
48773;5
48774;5
48775;30
48776;21
48777;4
48778;42
48779;4
48780;29
48785;5
48786;43
48787;5
48788;32
48789;6
48791;33
49039;5
49040;20
49045;5
49048;4
49052;31
49053;43
49054;4
49058;41
49060;4
49061;21
49062;33
49064;4
49065;23
49066;32
49068;6
49069;22
49070;15
49072;7
49073;4
49074;14
49076;29
49078;18
49084;10
49085;26
49086;23
49088;6
49090;25
49091;24
49092;37
49093;19
49094;27
49095;16
49096;4
49097;4
49099;28
49100;20
49101;36
49103;15
49104;27
49105;21
49106;8
49109;5
49111;6
49112;5
49113;38
49114;13
49115;19
49116;23
49117;23
49118;44
49119;6
49121;4
49122;6
49123;27
49124;16
49125;24
49126;6
49127;34
49129;42
49132;22
49133;6
49134;4
49136;32
49137;4
49138;17
49139;20
49140;35
49145;5
49146;10
49147;31
49149;40
49151;24
49152;24
49156;7
49157;20
49158;24
49159;15
49160;33
49161;24
49163;5
49164;5
49165;5
49166;21
49167;24
49169;21
49170;8
49444;6
49446;6
49450;15
49464;41
49465;31
49467;15
49468;15
49472;14
49473;28
49476;11
49477;6
49479;44
49480;25
49481;38
49482;5
49483;12
49484;38
49485;33
49486;5
49487;4
49488;23
49489;6
49490;41
49492;14
49493;4
49494;18
49495;18
49496;29
49497;6
49498;43
49499;15
49501;43
49502;25
49503;11
49504;15
49507;16
49509;30
49510;29
49511;4
49512;17
49513;13
49515;24
49518;40
49520;4
49521;29
49523;34
49524;5
49527;13
49528;5
49531;4
49532;18
49533;36
49534;5
49538;33
49539;5
49540;24
49541;27
49548;6
49821;35
49822;36
49823;8
49825;25
49826;39
49827;48
49828;58
49829;4
49831;47
49832;24
49833;39
49834;8
49836;40
49837;35
49838;8
49839;12
49841;46
49843;41
49844;34
49848;27
49849;36
49850;9
49851;36
49852;6
49853;4
49855;46
49856;37
49859;5
49860;24
49861;4
49862;7
49864;40
49865;49
49868;7
49869;35
49870;52
49871;7
49876;32
49877;22
49878;10
49879;49
49884;40
49885;10
49887;7
49888;52
49889;8
49890;45
49891;54
49893;41
49894;22
50189;23
50190;4
50191;34
50192;12
50193;4
50195;24
50199;12
50200;10
50203;36
50204;53
50205;12
50206;48
50208;46
50209;43
50210;27
50211;11
50212;9
50213;21
50214;32
50215;5
50216;6
50217;23
50218;42
50220;7
50221;32
50222;56
50223;6
50224;8
50225;48
50226;55
50228;22
50230;11
50231;34
50232;20
50233;4
50234;4
50235;30
50236;36
50237;40
50239;5
50242;48
50243;11
50244;39
50245;45
50246;15
50249;12
50250;7
50252;46
50253;10
50259;47
50260;7
50261;7
50263;21
50265;48
50266;10
50269;7
50270;26
50272;40
50274;6
50275;4
50276;10
50277;6
50279;6
50280;43
50281;10
50282;22
50283;4
50284;49
50289;53
50290;20
50292;24
50293;22
50294;35
50295;25
50296;4
50297;53
50298;29
50301;22
50302;9
50304;45
50306;42
50307;9
50308;4
50310;39
50311;39
50312;36
50313;48
50314;30
50315;13
50316;8
50321;30
50322;41
50661;31
50662;24
50663;56
50664;41
50667;6
50668;47
50669;10
50671;16
50672;55
50673;26
50675;37
50676;39
50678;16
50680;5
50681;28
50682;35
50683;56
50684;6
50685;10
50686;4
50687;20
50688;44
50689;45
50693;44
50694;53
50696;37
50697;7
50698;20
50699;28
50701;6
50702;23
50703;46
50704;10
50705;8
50706;12
50707;8
50708;7
50712;41
50715;5
50716;44
50720;24
50721;8
50722;43
50724;20
50725;9
50726;39
50727;50
50728;30
50733;5
50735;4
50736;8
50737;5
50738;49
50739;6
50740;6
50743;20
50744;9
50745;31
50746;10
50747;40
50748;44
50749;24
50750;7
50751;7
50753;27
50754;6
50756;36
50758;9
51081;51
51083;21
51084;27
51085;25
51088;35
51089;42
51090;66
51091;17
51092;49
51094;7
51095;6
51096;35
51099;8
51100;31
51101;43
51102;34
51103;4
51104;51
51105;29
51106;36
51108;52
51109;51
51110;20
51111;35
51112;31
51113;19
51116;23
51117;24
51120;67
51121;53
51122;34
51123;53
51124;45
51126;33
51127;32
51128;5
51129;9
51130;40
51131;60
51132;34
51134;11
51135;6
51137;30
51138;21
51139;9
51140;50
51143;50
51144;21
51145;14
51146;25
51147;50
51148;44
51149;11
51150;35
51151;50
51152;12
51153;35
51154;49
51155;26
51156;7
51157;57
51158;7
51160;71
51161;13
51164;8
51165;4
51168;34
51169;46
51170;7
51171;5
51172;5
51173;6
51179;4
51180;5
51181;4
51184;4
51191;4
51196;5
51197;4
51199;4
51205;4
51206;4
51207;4
51209;4
51212;5
51216;5
51217;4
51219;5
51223;4
51228;5
51230;4
51237;4
51244;4
51246;4
51250;4
51254;4
51259;5
51262;4
51263;4
51264;5
51265;4
51267;6
51269;4
51271;4
51282;4
51286;4
51297;4
51307;4
51308;5
51309;4
51312;4
51315;4
51318;4
51325;4
51327;4
51329;4
51339;4
51341;4
51344;5
51345;4
51346;4
51349;4
51352;4
51353;4
51358;4
51359;5
51360;4
51361;4
51362;4
51365;4
51370;6
51371;4
51379;4
51380;4
51384;5
51385;5
51387;4
51392;4
51404;4
51407;4
51408;4
51411;5
51415;4
51417;4
51418;4
51420;5
51423;4
51431;5
51435;4
51437;5
51439;4
51442;4
51453;4
51454;4
51467;4
51469;5
51473;4
51475;4
51478;4
51479;4
51483;4
51486;4
51487;4
51488;5
51489;4
51490;4
51493;6
51497;4
51500;4
51502;5
51506;4
51509;4
51512;5
51518;4
51523;4
51524;4
51529;4
51531;4
51543;4
51546;4
51548;4
51549;4
51551;4
51553;4
51554;4
51555;7
51558;4
51559;4
51563;4
51569;4
51578;5
51579;4
51581;5
51582;4
51586;4
51588;4
51590;4
51605;4
51609;4
51611;4
51612;4
51616;4
51617;5
51620;4
51623;5
51635;4
51639;4
51645;4
51652;5
51654;4
51660;4
51661;4
51663;4
51664;4
51673;4
51674;4
51683;4
51684;5
51690;4
51691;38
51693;31
51694;7
51696;7
51698;24
51699;29
51700;24
51703;38
51704;49
51705;18
51706;12
51708;22
51710;13
51711;55
51712;49
51714;52
51715;31
51716;20
51717;12
51718;22
51719;12
51720;50
51721;72
51722;31
51723;7
51724;16
51726;26
51728;20
51729;26
51730;5
51731;21
51733;30
51734;54
51735;34
51736;8
51737;7
51739;72
51740;23
51741;7
51742;21
51743;4
51745;30
51746;8
51747;4
51748;64
51749;4
51750;16
51751;65
51752;44
51753;20
51755;18
51757;5
51758;4
51760;24
51761;58
51762;30
51763;52
51764;16
51766;11
51769;33
51770;13
51771;44
51772;33
51773;48
51774;62
51775;48
51776;33
51777;11
51778;19
51780;23
51781;23
51783;43
51784;6
51785;4
51786;28
51789;46
51790;18
51791;41
51793;48
51794;4
51795;26
51800;9
51806;26
51807;5
51808;4
51809;52
51810;37
51812;20
51814;18
51815;19
51816;6
51818;31
51819;9
51820;11
51821;19
51822;62
51823;38
51824;44
51825;46
51826;28
51827;30
51828;46
51829;7
51830;50
51831;14
51832;49
51833;24
51834;20
51835;19
51836;30
51837;46
51838;29
51839;49
51842;35
51843;22
51844;21
51845;52
51847;13
51848;9
51849;9
51850;42
51851;6
51852;8
51853;36
51855;53
51856;45
51857;45
51858;41
51860;34
51861;26
51864;21
51867;4
51874;12
51875;29
51877;4
51894;4
51900;4
51913;4
51918;4
51919;4
51927;4
51936;4
51937;4
51963;4
51964;4
51966;6
51967;5
51970;4
51971;5
51990;4
52002;5
52008;4
52010;5
52011;4
52017;4
52025;4
52033;4
52039;4
52058;6
52066;4
52097;4
52104;4
52108;4
52110;4
52112;5
52121;4
52140;4
52147;4
52156;4
52159;5
52162;5
52167;4
52175;4
52205;4
52206;4
52207;5
52208;4
52209;4
52210;4
52213;4
52217;4
52223;4
52232;5
52238;4
52248;5
52267;5
52270;4
52271;4
52273;4
52276;5
52277;4
52278;4
52279;4
52280;4
52281;4
52286;5
52289;4
52301;6
52309;4
52312;4
52318;4
52321;5
52322;4
52324;4
52327;4
52342;6
52354;4
52360;5
52361;4
52369;4
52388;4
52396;4
52397;4
52398;4
52400;6
52409;5
52418;4
52422;4
52443;5
52451;5
52452;4
52454;4
52458;4
52463;4
52468;4
52469;5
52470;4
52475;4
52482;4
52502;4
52509;5
52513;4
52518;4
52519;4
52534;4
52561;4
52566;4
52568;4
52569;4
52570;4
52571;4
52572;4
52575;4
52577;6
52581;4
52582;4
52595;4
52609;5
52612;4
52613;4
52616;4
52632;5
52643;4
52653;4
52663;4
52669;4
52671;5
52699;4
52719;4
52722;4
52725;5
52726;4
52730;5
52732;4
52735;4
52736;4
52747;4
52758;4
52761;4
52765;4
52767;4
52772;5
52774;4
52777;4
52778;4
52785;4
52795;4
52813;4
52826;5
52827;4
52830;4
52831;4
52834;4
52841;5
52842;4
52845;4
52864;4
52868;4
52877;4
52896;5
52912;4
52922;4
52923;4
52925;4
52926;4
52928;4
52933;4
52949;4
52964;4
52987;4
52998;5
53008;4
53013;5
53024;4
53030;4
53031;4
53047;4
53048;4
53054;4
53055;4
53056;4
53058;4
53060;4
53062;4
53064;4
53065;4
53071;4
53082;4
53092;5
53097;4
53120;4
53122;4
53125;4
53127;4
53128;4
53130;4
53134;5
53144;4
53148;4
53157;5
53166;5
53175;5
53177;4
53195;6
53220;4
53225;4
53234;4
53249;4
53255;6
53256;4
53258;4
53268;5
53269;4
53276;5
53278;4
53279;4
53284;4
53286;4
53289;4
53291;5
53301;4
53304;4
53316;5
53318;5
53321;4
53322;4
53327;5
53328;4
53334;5
53335;4
53336;4
53337;4
53344;4
53349;4
53358;4
53363;4
53365;4
53385;4
53386;4
53389;4
53393;4
53394;4
53395;4
53397;4
53409;4
53410;4
53413;4
53416;4
53426;4
53441;4
53447;4
53448;4
53452;43
53454;48
53455;34
53456;26
53457;38
53458;51
53459;49
53460;54
53463;10
53464;34
53465;71
53467;22
53468;52
53469;15
53470;26
53471;31
53472;54
53474;33
53475;49
53476;16
53477;30
53478;40
53480;50
53483;44
53484;33
53485;59
53490;5
53492;33
53493;30
53496;9
53497;34
53498;5
53499;50
53500;30
53501;4
53502;45
53503;6
53505;51
53506;35
53507;4
53508;22
53509;22
53510;32
53511;7
53512;33
53513;47
53514;58
53518;61
53520;42
53521;4
53523;21
53524;51
53525;22
53526;29
53527;59
53528;8
53530;44
53531;48
53533;31
53534;27
53535;37
53536;61
53537;7
53538;16
53539;17
53540;14
53541;48
53542;10
53545;22
53546;30
53548;27
53550;10
53551;34
53552;22
53554;20
53556;6
53560;62
53561;45
53562;52
53563;36
53565;47
53566;42
53567;53
53568;9
53569;34
53570;51
53571;19
53573;53
53574;14
53576;33
53577;41
53578;9
53580;32
53581;6
53582;24
53583;45
53584;10
53585;8
53586;21
53587;5
53589;4
53590;29
53594;4
53595;8
53598;8
53599;4
53600;19
53601;4
53603;9
53604;4
53605;28
53606;52
53607;14
53608;17
53609;13
53611;17
53612;4
53613;50
53614;46
53615;49
53616;48
53618;5
53620;4
53621;54
53623;22
53625;7
53632;4
53633;5
53637;4
53663;6
53665;4
53677;4
53679;4
53685;4
53699;4
53706;4
53713;4
53715;4
53718;4
53722;4
53729;4
53756;4
53757;4
53760;5
53769;4
53783;4
53788;4
53808;4
53815;5
53818;5
53819;4
53820;4
53823;4
53828;4
53839;5
53850;4
53851;4
53852;6
53855;4
53857;4
53866;4
53870;4
53872;4
53873;4
53875;4
53878;4
53895;4
53909;4
53910;4
53913;4
53916;4
53918;6
53933;4
53953;4
53956;4
53964;4
53969;4
53970;6
53971;4
53973;4
53974;4
53978;4
53996;4
53997;4
54024;4
54025;4
54027;4
54035;5
54040;5
54042;7
54048;5
54055;6
54067;5
54087;4
54096;4
54102;4
54105;4
54106;4
54109;4
54115;4
54131;4
54136;4
54138;4
54141;4
54148;4
54164;5
54174;4
54177;4
54179;4
54186;4
54187;5
54190;4
54194;4
54203;5
54209;4
54218;4
54232;4
54233;4
54239;4
54244;4
54246;6
54250;4
54256;4
54266;4
54267;4
